BRIARLAKE ELEM,M 474.5 554.5 L 474.5 566.5 L 473.5 567.5 L 461.5 567.5 L 461.5 591.5 L 472.5 591.5 L 472.5 579.5 L 473.5 578.5 L 485.5 578.5 L 485.5 554.5 z
SS17,M 372.5 270.5 L 372.5 282.5 L 371.5 283.5 L 359.5 283.5 L 359.5 294.5 L 371.5 294.5 L 372.5 295.5 L 372.5 307.5 L 409.5 307.5 L 409.5 296.5 L 397.5 296.5 L 396.5 295.5 L 396.5 283.5 L 384.5 283.5 L 383.5 282.5 L 383.5 270.5 z
SS22,M 307.5 270.5 L 307.5 294.5 L 318.5 294.5 L 318.5 282.5 L 319.5 281.5 L 332.5 281.5 L 333.5 282.5 L 333.5 294.5 L 344.5 294.5 L 344.5 270.5 z
Timber Ridge 01,M 244.5 258.5 L 244.5 282.5 L 281.5 282.5 L 281.5 258.5 z
Roswell 02,M 218.5 258.5 L 218.5 270.5 L 217.5 271.5 L 205.5 271.5 L 205.5 295.5 L 242.5 295.5 L 242.5 258.5 z
Murdock 01,M 166.5 258.5 L 166.5 270.5 L 165.5 271.5 L 140.5 271.5 L 140.5 295.5 L 152.5 295.5 L 153.5 296.5 L 153.5 308.5 L 177.5 308.5 L 177.5 258.5 z
Elizabeth 02,M 62.5 258.5 L 62.5 270.5 L 61.5 271.5 L 49.5 271.5 L 49.5 295.5 L 73.5 295.5 L 73.5 258.5 z
JC19,M 450.5 257.5 L 450.5 281.5 L 475.5 281.5 L 476.5 282.5 L 476.5 294.5 L 487.5 294.5 L 487.5 282.5 L 488.5 281.5 L 500.5 281.5 L 500.5 270.5 L 488.5 270.5 L 487.5 269.5 L 487.5 257.5 z
RW20,M 398.5 257.5 L 398.5 269.5 L 397.5 270.5 L 385.5 270.5 L 385.5 281.5 L 397.5 281.5 L 398.5 282.5 L 398.5 294.5 L 422.5 294.5 L 422.5 270.5 L 410.5 270.5 L 409.5 269.5 L 409.5 257.5 z
SS15A,M 346.5 257.5 L 346.5 281.5 L 370.5 281.5 L 370.5 257.5 z
Chestnut Ridge 01,M 192.5 245.5 L 192.5 257.5 L 191.5 258.5 L 179.5 258.5 L 179.5 282.5 L 203.5 282.5 L 203.5 270.5 L 204.5 269.5 L 216.5 269.5 L 216.5 245.5 z
Sandy Plains 01,M 140.5 245.5 L 140.5 257.5 L 139.5 258.5 L 114.5 258.5 L 114.5 269.5 L 164.5 269.5 L 164.5 245.5 z
JC06,M 580.5 244.5 L 580.5 256.5 L 579.5 257.5 L 567.5 257.5 L 567.5 281.5 L 578.5 281.5 L 578.5 269.5 L 579.5 268.5 L 591.5 268.5 L 591.5 256.5 L 592.5 255.5 L 604.5 255.5 L 604.5 244.5 z
JC14,M 476.5 244.5 L 476.5 255.5 L 488.5 255.5 L 489.5 256.5 L 489.5 268.5 L 513.5 268.5 L 513.5 244.5 z
RW04,M 385.5 244.5 L 385.5 256.5 L 384.5 257.5 L 372.5 257.5 L 372.5 268.5 L 396.5 268.5 L 396.5 256.5 L 397.5 255.5 L 409.5 255.5 L 409.5 244.5 z
SS15B,M 346.5 244.5 L 346.5 255.5 L 383.5 255.5 L 383.5 244.5 z
RW11A,M 320.5 244.5 L 320.5 256.5 L 319.5 257.5 L 307.5 257.5 L 307.5 268.5 L 344.5 268.5 L 344.5 244.5 z
Simpson 01,M 114.5 232.5 L 114.5 243.5 L 126.5 243.5 L 127.5 244.5 L 127.5 256.5 L 138.5 256.5 L 138.5 244.5 L 139.5 243.5 L 151.5 243.5 L 151.5 232.5 z
Addison 01,M 101.5 232.5 L 101.5 282.5 L 112.5 282.5 L 112.5 257.5 L 113.5 256.5 L 125.5 256.5 L 125.5 245.5 L 113.5 245.5 L 112.5 244.5 L 112.5 232.5 z
Gritters 01,M 75.5 232.5 L 75.5 244.5 L 74.5 245.5 L 62.5 245.5 L 62.5 256.5 L 74.5 256.5 L 75.5 257.5 L 75.5 282.5 L 99.5 282.5 L 99.5 245.5 L 87.5 245.5 L 86.5 244.5 L 86.5 232.5 z
Bells Ferry 02,M 36.5 232.5 L 36.5 282.5 L 47.5 282.5 L 47.5 270.5 L 48.5 269.5 L 60.5 269.5 L 60.5 245.5 L 48.5 245.5 L 47.5 244.5 L 47.5 232.5 z
JC07,M 554.5 231.5 L 554.5 243.5 L 553.5 244.5 L 541.5 244.5 L 541.5 268.5 L 553.5 268.5 L 554.5 269.5 L 554.5 281.5 L 565.5 281.5 L 565.5 256.5 L 566.5 255.5 L 578.5 255.5 L 578.5 231.5 z
JC18,M 450.5 231.5 L 450.5 243.5 L 449.5 244.5 L 437.5 244.5 L 437.5 255.5 L 474.5 255.5 L 474.5 243.5 L 475.5 242.5 L 487.5 242.5 L 487.5 231.5 z
RW22A,M 424.5 231.5 L 424.5 243.5 L 423.5 244.5 L 411.5 244.5 L 411.5 268.5 L 423.5 268.5 L 424.5 269.5 L 424.5 281.5 L 435.5 281.5 L 435.5 269.5 L 436.5 268.5 L 448.5 268.5 L 448.5 257.5 L 436.5 257.5 L 435.5 256.5 L 435.5 231.5 z
JC01,M 619.5 218.5 L 619.5 243.5 L 618.5 244.5 L 606.5 244.5 L 606.5 255.5 L 656.5 255.5 L 656.5 243.5 L 657.5 242.5 L 669.5 242.5 L 669.5 231.5 L 644.5 231.5 L 643.5 230.5 L 643.5 218.5 z
JC02,M 593.5 218.5 L 593.5 242.5 L 617.5 242.5 L 617.5 218.5 z
JC03B,M 567.5 218.5 L 567.5 229.5 L 579.5 229.5 L 580.5 230.5 L 580.5 242.5 L 591.5 242.5 L 591.5 218.5 z
JC03A,M 554.5 218.5 L 554.5 229.5 L 565.5 229.5 L 565.5 218.5 z
JC09,M 515.5 218.5 L 515.5 268.5 L 539.5 268.5 L 539.5 244.5 L 527.5 244.5 L 526.5 243.5 L 526.5 218.5 z
RW17,M 372.5 218.5 L 372.5 230.5 L 371.5 231.5 L 359.5 231.5 L 359.5 242.5 L 396.5 242.5 L 396.5 218.5 z
Roswell 01,M 244.5 206.5 L 244.5 218.5 L 243.5 219.5 L 231.5 219.5 L 231.5 243.5 L 243.5 243.5 L 244.5 244.5 L 244.5 256.5 L 281.5 256.5 L 281.5 232.5 L 269.5 232.5 L 268.5 231.5 L 268.5 206.5 z
Hightower 01,M 205.5 206.5 L 205.5 218.5 L 204.5 219.5 L 192.5 219.5 L 192.5 230.5 L 204.5 230.5 L 205.5 231.5 L 205.5 243.5 L 217.5 243.5 L 218.5 244.5 L 218.5 256.5 L 242.5 256.5 L 242.5 245.5 L 230.5 245.5 L 229.5 244.5 L 229.5 206.5 z
Pope 01,M 179.5 206.5 L 179.5 231.5 L 178.5 232.5 L 166.5 232.5 L 166.5 256.5 L 190.5 256.5 L 190.5 244.5 L 191.5 243.5 L 203.5 243.5 L 203.5 232.5 L 191.5 232.5 L 190.5 231.5 L 190.5 206.5 z
McCleskey 01,M 88.5 206.5 L 88.5 218.5 L 87.5 219.5 L 75.5 219.5 L 75.5 230.5 L 87.5 230.5 L 88.5 231.5 L 88.5 243.5 L 99.5 243.5 L 99.5 206.5 z
Blackwell 01,M 62.5 206.5 L 62.5 218.5 L 61.5 219.5 L 49.5 219.5 L 49.5 243.5 L 73.5 243.5 L 73.5 206.5 z
Palmer 01,M 23.5 206.5 L 23.5 230.5 L 47.5 230.5 L 47.5 219.5 L 35.5 219.5 L 34.5 218.5 L 34.5 206.5 z
JC08,M 515.5 205.5 L 515.5 216.5 L 527.5 216.5 L 528.5 217.5 L 528.5 242.5 L 552.5 242.5 L 552.5 218.5 L 540.5 218.5 L 539.5 217.5 L 539.5 205.5 z
JC10,M 502.5 205.5 L 502.5 230.5 L 501.5 231.5 L 489.5 231.5 L 489.5 242.5 L 513.5 242.5 L 513.5 205.5 z
JC15,M 463.5 205.5 L 463.5 229.5 L 474.5 229.5 L 474.5 205.5 z
JC16,M 437.5 205.5 L 437.5 242.5 L 448.5 242.5 L 448.5 230.5 L 449.5 229.5 L 461.5 229.5 L 461.5 205.5 z
RW06,M 424.5 205.5 L 424.5 217.5 L 423.5 218.5 L 398.5 218.5 L 398.5 242.5 L 422.5 242.5 L 422.5 230.5 L 423.5 229.5 L 435.5 229.5 L 435.5 205.5 z
RW02,M 294.5 205.5 L 294.5 242.5 L 306.5 242.5 L 307.5 243.5 L 307.5 255.5 L 318.5 255.5 L 318.5 243.5 L 319.5 242.5 L 344.5 242.5 L 344.5 231.5 L 332.5 231.5 L 331.5 230.5 L 331.5 218.5 L 306.5 218.5 L 305.5 217.5 L 305.5 205.5 z
Lassiter 01,M 153.5 193.5 L 153.5 205.5 L 152.5 206.5 L 140.5 206.5 L 140.5 230.5 L 152.5 230.5 L 153.5 231.5 L 153.5 243.5 L 164.5 243.5 L 164.5 231.5 L 165.5 230.5 L 177.5 230.5 L 177.5 206.5 L 165.5 206.5 L 164.5 205.5 L 164.5 193.5 z
Rocky Mount 01,M 127.5 193.5 L 127.5 205.5 L 126.5 206.5 L 101.5 206.5 L 101.5 230.5 L 138.5 230.5 L 138.5 193.5 z
RW07A,M 359.5 192.5 L 359.5 203.5 L 383.5 203.5 L 383.5 192.5 z
RW03,M 346.5 192.5 L 346.5 217.5 L 345.5 218.5 L 333.5 218.5 L 333.5 229.5 L 345.5 229.5 L 346.5 230.5 L 346.5 242.5 L 357.5 242.5 L 357.5 230.5 L 358.5 229.5 L 370.5 229.5 L 370.5 217.5 L 371.5 216.5 L 383.5 216.5 L 383.5 205.5 L 358.5 205.5 L 357.5 204.5 L 357.5 192.5 z
Shallowford Falls 01,M 218.5 180.5 L 218.5 191.5 L 230.5 191.5 L 231.5 192.5 L 231.5 217.5 L 242.5 217.5 L 242.5 205.5 L 243.5 204.5 L 268.5 204.5 L 268.5 193.5 L 256.5 193.5 L 255.5 192.5 L 255.5 180.5 z
Garrison Mill 01,M 192.5 180.5 L 192.5 217.5 L 203.5 217.5 L 203.5 205.5 L 204.5 204.5 L 229.5 204.5 L 229.5 193.5 L 217.5 193.5 L 216.5 192.5 L 216.5 180.5 z
Mabry 01,M 166.5 180.5 L 166.5 204.5 L 190.5 204.5 L 190.5 180.5 z
Davis 01,M 127.5 180.5 L 127.5 191.5 L 139.5 191.5 L 140.5 192.5 L 140.5 204.5 L 151.5 204.5 L 151.5 192.5 L 152.5 191.5 L 164.5 191.5 L 164.5 180.5 z
Kell 01,M 101.5 180.5 L 101.5 204.5 L 125.5 204.5 L 125.5 180.5 z
Nicholson 01,M 75.5 180.5 L 75.5 217.5 L 86.5 217.5 L 86.5 205.5 L 87.5 204.5 L 99.5 204.5 L 99.5 180.5 z
Bells Ferry 03,M 10.5 180.5 L 10.5 191.5 L 22.5 191.5 L 23.5 192.5 L 23.5 204.5 L 35.5 204.5 L 36.5 205.5 L 36.5 217.5 L 60.5 217.5 L 60.5 205.5 L 61.5 204.5 L 73.5 204.5 L 73.5 180.5 z
JC05,M 528.5 179.5 L 528.5 203.5 L 540.5 203.5 L 541.5 204.5 L 541.5 216.5 L 552.5 216.5 L 552.5 192.5 L 540.5 192.5 L 539.5 191.5 L 539.5 179.5 z
JC04B,M 515.5 179.5 L 515.5 190.5 L 526.5 190.5 L 526.5 179.5 z
AP14,M 463.5 179.5 L 463.5 203.5 L 475.5 203.5 L 476.5 204.5 L 476.5 229.5 L 500.5 229.5 L 500.5 205.5 L 488.5 205.5 L 487.5 204.5 L 487.5 192.5 L 475.5 192.5 L 474.5 191.5 L 474.5 179.5 z
AP01C,M 424.5 179.5 L 424.5 203.5 L 461.5 203.5 L 461.5 192.5 L 449.5 192.5 L 448.5 191.5 L 448.5 179.5 z
RW13,M 398.5 179.5 L 398.5 191.5 L 397.5 192.5 L 385.5 192.5 L 385.5 216.5 L 422.5 216.5 L 422.5 179.5 z
RW07B,M 385.5 179.5 L 385.5 190.5 L 396.5 190.5 L 396.5 179.5 z
AP03,M 372.5 179.5 L 372.5 190.5 L 383.5 190.5 L 383.5 179.5 z
RW10,M 333.5 179.5 L 333.5 191.5 L 332.5 192.5 L 307.5 192.5 L 307.5 216.5 L 344.5 216.5 L 344.5 179.5 z
JC04A,M 541.5 166.5 L 541.5 190.5 L 553.5 190.5 L 554.5 191.5 L 554.5 216.5 L 604.5 216.5 L 604.5 205.5 L 579.5 205.5 L 578.5 204.5 L 578.5 192.5 L 566.5 192.5 L 565.5 191.5 L 565.5 179.5 L 553.5 179.5 L 552.5 178.5 L 552.5 166.5 z
AP09B,M 515.5 166.5 L 515.5 177.5 L 539.5 177.5 L 539.5 166.5 z
AP09A,M 463.5 166.5 L 463.5 177.5 L 475.5 177.5 L 476.5 178.5 L 476.5 190.5 L 488.5 190.5 L 489.5 191.5 L 489.5 203.5 L 526.5 203.5 L 526.5 192.5 L 514.5 192.5 L 513.5 191.5 L 513.5 179.5 L 501.5 179.5 L 500.5 178.5 L 500.5 166.5 z
AP01D,M 398.5 166.5 L 398.5 177.5 L 422.5 177.5 L 422.5 166.5 z
RW08,M 333.5 166.5 L 333.5 177.5 L 345.5 177.5 L 346.5 178.5 L 346.5 190.5 L 370.5 190.5 L 370.5 166.5 z
AP13,M 450.5 153.5 L 450.5 165.5 L 449.5 166.5 L 437.5 166.5 L 437.5 177.5 L 449.5 177.5 L 450.5 178.5 L 450.5 190.5 L 461.5 190.5 L 461.5 165.5 L 462.5 164.5 L 474.5 164.5 L 474.5 153.5 z
AP02B,M 411.5 153.5 L 411.5 164.5 L 422.5 164.5 L 422.5 153.5 z
RW05,M 385.5 153.5 L 385.5 165.5 L 384.5 166.5 L 372.5 166.5 L 372.5 177.5 L 396.5 177.5 L 396.5 165.5 L 397.5 164.5 L 409.5 164.5 L 409.5 153.5 z
RW01,M 281.5 153.5 L 281.5 177.5 L 293.5 177.5 L 294.5 178.5 L 294.5 203.5 L 305.5 203.5 L 305.5 191.5 L 306.5 190.5 L 331.5 190.5 L 331.5 166.5 L 319.5 166.5 L 318.5 165.5 L 318.5 153.5 z
AP01A,M 437.5 140.5 L 437.5 152.5 L 436.5 153.5 L 424.5 153.5 L 424.5 177.5 L 435.5 177.5 L 435.5 165.5 L 436.5 164.5 L 448.5 164.5 L 448.5 140.5 z
AP01B,M 424.5 140.5 L 424.5 151.5 L 435.5 151.5 L 435.5 140.5 z
RW16,M 372.5 140.5 L 372.5 152.5 L 371.5 153.5 L 346.5 153.5 L 346.5 164.5 L 383.5 164.5 L 383.5 140.5 z
Willeo 01,M 244.5 128.5 L 244.5 178.5 L 256.5 178.5 L 257.5 179.5 L 257.5 191.5 L 268.5 191.5 L 268.5 167.5 L 256.5 167.5 L 255.5 166.5 L 255.5 128.5 z
Post Oak 01,M 218.5 128.5 L 218.5 178.5 L 242.5 178.5 L 242.5 128.5 z
AP12C,M 411.5 127.5 L 411.5 138.5 L 448.5 138.5 L 448.5 127.5 z
AP022,M 398.5 127.5 L 398.5 139.5 L 397.5 140.5 L 385.5 140.5 L 385.5 151.5 L 422.5 151.5 L 422.5 140.5 L 410.5 140.5 L 409.5 139.5 L 409.5 127.5 z
MP01,M 268.5 127.5 L 268.5 138.5 L 279.5 138.5 L 279.5 127.5 z
AP05,M 450.5 114.5 L 450.5 151.5 L 475.5 151.5 L 476.5 152.5 L 476.5 164.5 L 501.5 164.5 L 502.5 165.5 L 502.5 177.5 L 513.5 177.5 L 513.5 165.5 L 514.5 164.5 L 526.5 164.5 L 526.5 153.5 L 488.5 153.5 L 487.5 152.5 L 487.5 140.5 L 462.5 140.5 L 461.5 139.5 L 461.5 114.5 z
AP12A,M 437.5 114.5 L 437.5 125.5 L 448.5 125.5 L 448.5 114.5 z
RW12,M 333.5 114.5 L 333.5 139.5 L 332.5 140.5 L 320.5 140.5 L 320.5 164.5 L 344.5 164.5 L 344.5 152.5 L 345.5 151.5 L 370.5 151.5 L 370.5 139.5 L 371.5 138.5 L 383.5 138.5 L 383.5 127.5 L 371.5 127.5 L 370.5 126.5 L 370.5 114.5 z
AP12B,M 450.5 101.5 L 450.5 112.5 L 461.5 112.5 L 461.5 101.5 z
AP021,M 385.5 101.5 L 385.5 113.5 L 384.5 114.5 L 372.5 114.5 L 372.5 125.5 L 384.5 125.5 L 385.5 126.5 L 385.5 138.5 L 396.5 138.5 L 396.5 126.5 L 397.5 125.5 L 409.5 125.5 L 409.5 101.5 z
AP07A,M 411.5 88.5 L 411.5 125.5 L 435.5 125.5 L 435.5 113.5 L 436.5 112.5 L 448.5 112.5 L 448.5 101.5 L 436.5 101.5 L 435.5 100.5 L 435.5 88.5 z
AP04B,M 372.5 88.5 L 372.5 99.5 L 383.5 99.5 L 383.5 88.5 z
AP04A,M 346.5 88.5 L 346.5 112.5 L 383.5 112.5 L 383.5 101.5 L 358.5 101.5 L 357.5 100.5 L 357.5 88.5 z
RW09,M 320.5 88.5 L 320.5 113.5 L 319.5 114.5 L 281.5 114.5 L 281.5 151.5 L 318.5 151.5 L 318.5 139.5 L 319.5 138.5 L 331.5 138.5 L 331.5 88.5 z
ML06A,M 450.5 75.5 L 450.5 87.5 L 449.5 88.5 L 437.5 88.5 L 437.5 99.5 L 461.5 99.5 L 461.5 75.5 z
ML05A,M 424.5 75.5 L 424.5 86.5 L 435.5 86.5 L 435.5 75.5 z
ML04C,M 411.5 75.5 L 411.5 86.5 L 422.5 86.5 L 422.5 75.5 z
AP10,M 398.5 75.5 L 398.5 99.5 L 409.5 99.5 L 409.5 75.5 z
AP06,M 372.5 62.5 L 372.5 86.5 L 384.5 86.5 L 385.5 87.5 L 385.5 99.5 L 396.5 99.5 L 396.5 75.5 L 384.5 75.5 L 383.5 74.5 L 383.5 62.5 z
ML011,M 346.5 62.5 L 346.5 86.5 L 358.5 86.5 L 359.5 87.5 L 359.5 99.5 L 370.5 99.5 L 370.5 62.5 z
ML012,M 333.5 62.5 L 333.5 73.5 L 344.5 73.5 L 344.5 62.5 z
RW19,M 320.5 62.5 L 320.5 86.5 L 332.5 86.5 L 333.5 87.5 L 333.5 112.5 L 344.5 112.5 L 344.5 75.5 L 332.5 75.5 L 331.5 74.5 L 331.5 62.5 z
ML06B,M 437.5 49.5 L 437.5 86.5 L 448.5 86.5 L 448.5 74.5 L 449.5 73.5 L 461.5 73.5 L 461.5 49.5 z
ML04A,M 385.5 49.5 L 385.5 73.5 L 409.5 73.5 L 409.5 49.5 z
ML024,M 372.5 49.5 L 372.5 60.5 L 383.5 60.5 L 383.5 49.5 z
ML023,M 333.5 49.5 L 333.5 60.5 L 370.5 60.5 L 370.5 49.5 z
ML01B,M 320.5 49.5 L 320.5 60.5 L 331.5 60.5 L 331.5 49.5 z
AP07B,M 411.5 36.5 L 411.5 73.5 L 422.5 73.5 L 422.5 36.5 z
ML022,M 359.5 36.5 L 359.5 47.5 L 370.5 47.5 L 370.5 36.5 z
ML05C,M 424.5 23.5 L 424.5 73.5 L 435.5 73.5 L 435.5 48.5 L 436.5 47.5 L 461.5 47.5 L 461.5 23.5 z
ML04B,M 398.5 23.5 L 398.5 47.5 L 409.5 47.5 L 409.5 35.5 L 410.5 34.5 L 422.5 34.5 L 422.5 23.5 z
ML021,M 346.5 23.5 L 346.5 35.5 L 345.5 36.5 L 320.5 36.5 L 320.5 47.5 L 357.5 47.5 L 357.5 23.5 z
ML071,M 450.5 10.5 L 450.5 21.5 L 461.5 21.5 L 461.5 10.5 z
ML072,M 424.5 10.5 L 424.5 21.5 L 448.5 21.5 L 448.5 10.5 z
ML05B,M 411.5 10.5 L 411.5 21.5 L 422.5 21.5 L 422.5 10.5 z
ML07A,M 398.5 10.5 L 398.5 21.5 L 409.5 21.5 L 409.5 10.5 z
ML03,M 359.5 10.5 L 359.5 34.5 L 371.5 34.5 L 372.5 35.5 L 372.5 47.5 L 396.5 47.5 L 396.5 10.5 z
